"screen_name","text","is_retweet","mentions_screen_name","retweet_screen_name","retweet_verified","followers_count","verified","is_quote","quoted_name"
"ShamelessRob","RIDING THE DRAGON: The Bidens' Chinese Secrets (Full Documentary) https://t.co/bTxGnifbNE via @YouTube #nfl #NFLVotes #YouTube #videos #TikTok #Hunterbidenlaptop #BlackLivesMatter #YouTuber #BidenHarris2020 #VideoViral #Election2020 #BlueLivesMatter #VoteBlueToEndTheNightmare",FALSE,"YouTube",,,4825,FALSE,FALSE,
"ShamelessRob","RIDING THE DRAGON: The Bidens' Chinese Secrets (Full Documentary) https://t.co/bTxGnifbNE via @YouTube #nfl #NFLVotes #YouTube #videos #TikTok #Hunterbidenlaptop #BlackLivesMatter #YouTuber #BidenHarris2020 #VideoViral #Election2020 #BlueLivesMatter #VoteBlueToEndTheNightmare",TRUE,"ShamelessRob YouTube","ShamelessRob",FALSE,4825,FALSE,FALSE,
"gIitterjm","luke hemmings again fuck nsfw dom sub porn fancam like giveaway selena #followtrick i follow back bts ridin rt ateez sex sexy gain mutuals horny kpop jennie blackpink 18+ addison rae charli dixie daddy ifb mommy bdsm ass dynamite FNAF #BlueLivesMatter https://t.co/f3knJmBXSg",FALSE,,,,1240,FALSE,FALSE,
"bblanco__","I've been pulled over 8 times this month for speeding, not a single ticket #BlueLivesMatter flag saved me",FALSE,,,,876,FALSE,FALSE,
"Rhinocerization","The real #CopKillers are right-wing terrorists.

Right-wing terrorists have killed more police officers than all other domestic terrorists combined.

Don't let #BlueLivesMatter lie to you about the real number one domestic terrorist threat to police officers, and all Americans. https://t.co/GKDUhulEV2",FALSE,,,,3178,FALSE,FALSE,
"coryjcass90","@imalexstone @realDonaldTrump This is a joke. Your all sheep hahahahaha bbbaaaaaaa <U+0001F411> 99.6 survival but ooooo let’s lock every one down and let ppl loot and riot the streets. BLM is a terrorist organization. Blue lives Matter #BlueLivesMatter #Trump2020LandslideVictory #BidenCrimeFamiIy",FALSE,"imalexstone realDonaldTrump",,,0,FALSE,FALSE,
"MoviesCommons","Crime Stoppers USA
MySpace Police Pipes and Drums Music
click here:
https://t.co/wlxTJjZEUp
.
#backtheblue #bluelivesmatter #risingcrime #crimestoppers #StopCrimeNYC #NicoleMalliotakis #MalliotakisSupportsTheNYPD #NoPoliceCuts #Supportthepolice #Trump2020 #TRUMPSUPPORTSTHEPOLICE https://t.co/rVwCnVtYIq",TRUE,"d56432070","d56432070",FALSE,347,FALSE,FALSE,
"MoviesCommons","Endorsement:
NYC police union endorses Trump, who claims Biden would 'gut every single police department in America' VIEW VIDEO: https://t.co/9V5XcLWBfH #FoxNews 
.
#backtheblue #bluelivesmatter #Trump2020 #TRUMPSUPPORTSTHEPOLICE #NicoleMalliotakis #MalliotakisSupportsTheNYPD #NY",TRUE,"CommonerGoogle","CommonerGoogle",FALSE,347,FALSE,FALSE,
"Glendahellen","#ElectionDay #Election2020 
#Trump2020LandslideVictory 
<U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8>
#4MoreYears 
#BlueLivesMatter
#BlackLivesMatte
#AllLivesMatter
#JobsMatter
#YouMatter
#UnbornLivesMatter
#EconomyMatters
#DoctorsMatter
#YourVoteMatters  
#RedWave
#RedWave2020 
RED WAVE IS COMING!! https://t.co/6r9g3RBmys",TRUE,"PJStrikeForce","PJStrikeForce",FALSE,188,FALSE,FALSE,
"JOEHOWE60119807","#ElectionDay #Election2020 
#Trump2020LandslideVictory 
<U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8>
#4MoreYears 
#BlueLivesMatter
#BlackLivesMatte
#AllLivesMatter
#JobsMatter
#YouMatter
#UnbornLivesMatter
#EconomyMatters
#DoctorsMatter
#YourVoteMatters  
#RedWave
#RedWave2020 
RED WAVE IS COMING!! https://t.co/6r9g3RBmys",TRUE,"PJStrikeForce","PJStrikeForce",FALSE,302,FALSE,FALSE,
"OlshanskyJohn","VIDEO: Sheriff Offers To Help Celebs Pack, Leave Country If Trump Wins - The Police Tribune https://t.co/9K5o4qWpet

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,1305,FALSE,FALSE,
"OlshanskyJohn","Walter Wallace's Family Says Officers Shouldn't Be Charged With Murder - The Police Tribune https://t.co/lkEXEyldGi

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,1305,FALSE,FALSE,
"OlshanskyJohn","Cop Sues Breonna Taylor's Boyfriend For Shooting Him - The Police Tribune https://t.co/NNNQoHtNPA

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr bluelivesmtr","bluelivesmtr",TRUE,1305,FALSE,FALSE,
"OlshanskyJohn","Twitter Suspends CBP Commissioner For Tweeting About Success Of Border Wall - The Police Tribune https://t.co/NN6FP6iIvE

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,1305,FALSE,FALSE,
"OlshanskyJohn","Over Half Of Portland Police Employees Earned Over $100K With Overtime Amid Riots - The Police Tribune https://t.co/tVZiWb0JbI

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,1305,FALSE,FALSE,
"OlshanskyJohn","Bernie Supporter Arrested In Assassination Plot Against Biden - The Police Tribune https://t.co/DHhFHLO6sK

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,1305,FALSE,FALSE,
"MosesUrbano2","As a native Texan, this is some BULLSHIT<U+2757><U+FE0F>

Those Racist COWARDS - trump klan and Fort Worth Police ?

NO NO NO WRONG <U+2757><U+FE0F>

#BlueLivesMatter #BLM #RepublicansAgainstTrump #RepublicansForBidenHarris #AmericaNeedsHealthcare #BidenHarris2020Landslide #TexasForBiden https://t.co/at5vXbmqqK",FALSE,,,,65,FALSE,TRUE,"David Kimball"
"RandyLaPlante1","@Urbansavage2 @Marie27215162 @wwfcAlex_ @realDonaldTrump It is the collectivist economic theory that we all contribute for the good of society which is why we oppose our tax dollars being used by socialists to pay and equip a free police force and #BlueLivesMatter ?",FALSE,"Urbansavage2 Marie27215162 wwfcAlex_ realDonaldTrump",,,64,FALSE,FALSE,
"ChaudhriTaimour","If you're having trouble understanding why Americans are mad about the Grand Jury decision on #BreonnaTaylor

Just remember how you felt when OJ was acquitted and boom instant empathy. #BlackLivesMatter #blm #acab #bluelivesmatter",FALSE,,,,72,FALSE,FALSE,
"HuskerNewman","Look at this. We need to get rid of a lot of cops serving in this country and I’m not taking no for an answer.  You’re fired! #bluelivesmatter #DefundThePolice https://t.co/zfv0SBv5Tq",TRUE,"doc_next","doc_next",FALSE,622,FALSE,FALSE,
"doc_next","Look at this. We need to get rid of a lot of cops serving in this country and I’m not taking no for an answer.  You’re fired! #bluelivesmatter #DefundThePolice https://t.co/zfv0SBv5Tq",FALSE,,,,2942,FALSE,TRUE,"BallerAlert"
"RoopBraxton","Fuck all you people that are against police. Not all police are bad. Yes there are bad ones out there. Its pathetic to group them all together. #bluelivesmatter https://t.co/WEKtrlCb4a",FALSE,,,,261,FALSE,TRUE,"j."
"bluelivesmtr","Hero Down: Manchester Police Sgt. Stephen Bresciano Succumbs To Cancer - The Police Tribune https://t.co/6DjG9CJHFx

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Bernie Supporter Arrested In Assassination Plot Against Biden - The Police Tribune https://t.co/DHhFHLO6sK

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Twitter Suspends CBP Commissioner For Tweeting About Success Of Border Wall - The Police Tribune https://t.co/NN6FP6iIvE

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Rioter Facing Federal Charges For Attacking Federally-Deputized Portland Police Officer - The Police Tribune https://t.co/J2PTlNWTBn

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","VIDEO: Sheriff Offers To Help Celebs Pack, Leave Country If Trump Wins - The Police Tribune https://t.co/9K5o4qWpet

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","School Blames Officer For Sparking Scare With Unsanctioned Security Test, Cop Says Otherwise - The Police Tribune https://t.co/nGLHm1X1fK

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","City Covering Damage After Attempted Murder Suspect Lists Other Family's Home As His Address - The Police Tribune https://t.co/ITvB28skXq

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","VIDEO: Bodycam Captures Moment Suspect On Moped Crashes Into SUV, Sparking Riots - The Police Tribune https://t.co/PHhAiggdt1

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Newlyweds And Wedding Party Called For Riot Duty Just After Saying 'I Do' - The Police Tribune https://t.co/mc2dHAhHKd

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","VIDEO: Driver Tried To Run Over Cops Twice Before Being Shot - The Police Tribune https://t.co/VjlzXSkdvH

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Over Half Of Portland Police Employees Earned Over $100K With Overtime Amid Riots - The Police Tribune https://t.co/tVZiWb0JbI

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Activists Try To Stop Seattle TV Station From Broadcasting Info About Riot Arrests - The Police Tribune https://t.co/A6x7r3LOjj

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Trooper Transferred To Distant Post After Dating Governor's Daughter - The Police Tribune https://t.co/j6SMd9LlgL

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Judge Tosses Michigan's Sudden Ban On Openly Carrying Guns On Election Day - The Police Tribune https://t.co/2cd540E8R3

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Cop Sues Breonna Taylor's Boyfriend For Shooting Him - The Police Tribune https://t.co/NNNQoHtNPA

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Suspects With History Of Arson Arrested For Torching Police Car - The Police Tribune https://t.co/8lEvi9s2W6

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Walter Wallace's Family Says Officers Shouldn't Be Charged With Murder - The Police Tribune https://t.co/lkEXEyldGi

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Cop Gets 2-Month Unpaid Suspension For Dragging Teen From Dad's Arrest, Files Grievance - The Police Tribune https://t.co/aEmxJ5aoAd

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Seattle Considers Allowing Criminals To Use Poverty Or Addiction As Defenses To Misdemeanors - The Police Tribune https://t.co/mjDMsaZrYT

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Sen. Bernie Sanders Declares Philly Police 'Murdered' Armed Suspect Walter Wallace - The Police Tribune https://t.co/5hGHsxBt0V

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"bluelivesmtr","Student Teacher Gets 4 Years In Prison For Sending Nudes To 13-Year-Old Boys - The Police Tribune https://t.co/h4DZ7yuZTW

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",FALSE,"bluelivesmtr",,,88442,TRUE,FALSE,
"JTChecks85","@deray the unidentified officer had every right to sue. Shame on that @$$hole who injured that brave officer. Here's a tip: pants up; don't loot; nobody will shoot. #BackTheBlue #BlueLivesMatter #AllLivesMatter",FALSE,"deray",,,19,FALSE,FALSE,
"heathercook71","ENOUGH ! #BlueLivesMatter 
Officer Shot in Granada Hills, Wound Not Life-Threatening https://t.co/2ovJhWm4B5",TRUE,"Sal_LaBarbera","Sal_LaBarbera",TRUE,118,FALSE,FALSE,
"heathercook71","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,118,FALSE,FALSE,
"Rubenpalazon","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,583,FALSE,FALSE,
"BigMooseDogTrai","Yes, I totally got Teary eyed to hear @VictoriaS about work #k9cops do every day #bluelivesmatter  Have you seen her tv series Guardians of the Night?  It's on her @YouTube channel!",FALSE,"VictoriaS YouTube",,,685,FALSE,FALSE,
"pewpewndx","@JoeBiden Why would we give @realDonaldTrump @POTUS another chance? The very best reason I can think of to give him another chance is YOU, @JoeBiden. #2a4life #2ndamdrights #alllivesmatter #bluelivesmatter",FALSE,"JoeBiden realDonaldTrump POTUS JoeBiden",,,16,FALSE,FALSE,
"JFDunfee10","Only way he wins Is voter fraud. #killadelphia #banfracking #bluelivesmatter . https://t.co/LdeWpBRMOC",FALSE,,,,452,FALSE,TRUE,"Charles Gasparino"
"ChainedPony","@AngrierNJGirl @Breaking911 @realDonaldTrump Nice flag #bluelivesmatter",FALSE,"AngrierNJGirl Breaking911 realDonaldTrump",,,85,FALSE,FALSE,
"mjtruninger","@GLFOP its sickening to see this kind of behavior 
I'm sure she would be the 1st to scream for a cop if she got triggered
WILL ALWAYS HAVE LEOs back
Now Tomorrow Forever
#BlueLivesMatter #ANTIFATERRORISTS",FALSE,"GLFOP",,,63,FALSE,FALSE,
"mjtruninger","Thank you for what you do and be careful out there! #protectingtheblue #lawenforcement #thinblueline #bluelivesmatter #backtheblue #becarefuloutthere https://t.co/87VkPXs8AK",TRUE,"protectingblue","protectingblue",FALSE,63,FALSE,FALSE,
"protectingblue","Be careful out there guys!  Graveyards was always the best shift to work! #protectingtheblue #lawenforcement #thinblueline #bluelivesmatter #backtheblue #becarefuloutthere https://t.co/GflUl3RO2d",FALSE,,,,4693,FALSE,FALSE,
"protectingblue","Thank you for what you do and be careful out there! #protectingtheblue #lawenforcement #thinblueline #bluelivesmatter #backtheblue #becarefuloutthere https://t.co/87VkPXs8AK",FALSE,,,,4693,FALSE,FALSE,
"mayadiez","Over Half Of Portland Police Employees Earned Over $100K With Overtime Amid Riots - The Police Tribune https://t.co/tVZiWb0JbI

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,1206,FALSE,FALSE,
"pissedoffchick5","But go ahead and keep going to these #MAGA Covid rallies people, you're directly killing the #BlueLivesMatter folks that you emphatically defend.

https://t.co/O7y30cQfmU",TRUE,"LouGarza86","LouGarza86",FALSE,335,FALSE,FALSE,
"giantsfan5690","Monday Non-TRX Workout:

Today, I did a #back and #biceps workout #fst7 style with a 2-mile warmup #run, and Jake Hamilton music.

#PlanetFitness #underarmour #BlueLivesMatter #snapchat #Burlington #Wisconsin #Trump2020 #November3rd #GreatAwakening #Jesus https://t.co/cLWQUkB9UX",FALSE,,,,79,FALSE,FALSE,
"Pats4Me","@TxDOT May God continue to bless and keep you safe, Officer Cormier. #BlueLivesMatter",FALSE,"TxDOT",,,971,FALSE,FALSE,
"quattro_mom","Praying for Las Vegas tomorrow! It’s sad when we have to receive a notification like this for an election. People need to act like an adult! Praying for our men in blue @LVMPD #bluelivesmatter https://t.co/EwEyQoPdBk",FALSE,"LVMPD",,,663,FALSE,FALSE,
"quattro_mom","Tonight my kids were at the park in our community 4 men came an got into an altercation and started shooting. My kids ran &amp; called 911(operator was rude)They hid until my other son went to get themWhy doesn’t people value life? Thank You @NLVPD for fast response. #bluelivesmatter",FALSE,"NLVPD",,,663,FALSE,FALSE,
"earltwitty","Added a new video: ""All hearts beat as One    #blm  #alllivesmatter   #bluelivesmatter"" https://t.co/4Xp9QfFfXw #video https://t.co/LKZ3j1LnNz",FALSE,,,,73,FALSE,FALSE,
"higibbons","Over Half Of Portland Police Employees Earned Over $100K With Overtime Amid Riots - The Police Tribune https://t.co/tVZiWb0JbI

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,313,FALSE,FALSE,
"higibbons","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,313,FALSE,FALSE,
"MommyAndMoo","@SBCSDdgarcia You got #Mooed!!<U+2764><U+FE0F><U+0001F9E9><U+0001F499> thank you for all that you do #BlueLivesMatter #AutismAwareness #GetMooed <U+0001F9E9>",FALSE,"SBCSDdgarcia",,,2328,FALSE,FALSE,
"OldSoldier999","@GeorgeTakei @thedamnyankee2 #VanillaISIS and #BlueLivesMatter. Birds of a feather. https://t.co/lu0xxw3QnL",FALSE,"GeorgeTakei thedamnyankee2",,,2882,FALSE,FALSE,
"thebrownsofa","Blessed are the peacekeepers, for they shall be called the children of God."" —Matthew 5:9
#bluelivesmatter
#police
#besafeoutthere 
https://t.co/xFQeRPLcmf https://t.co/ereSEL4Td0",FALSE,,,,219,FALSE,FALSE,
"yatreeshisabop","@nataliemarissol Because he built different #trump2020 #bluelivesmatter",FALSE,"nataliemarissol",,,91,FALSE,FALSE,
"utah1896","Rioter Facing Federal Charges For Attacking Federally-Deputized Portland Police Officer - The Police Tribune https://t.co/J2PTlNWTBn

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,50,FALSE,FALSE,
"utah1896","Newlyweds And Wedding Party Called For Riot Duty Just After Saying 'I Do' - The Police Tribune https://t.co/mc2dHAhHKd

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,50,FALSE,FALSE,
"utah1896","Over Half Of Portland Police Employees Earned Over $100K With Overtime Amid Riots - The Police Tribune https://t.co/tVZiWb0JbI

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,50,FALSE,FALSE,
"utah1896","Cop Sues Breonna Taylor's Boyfriend For Shooting Him - The Police Tribune https://t.co/NNNQoHtNPA

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr bluelivesmtr","bluelivesmtr",TRUE,50,FALSE,FALSE,
"utah1896","VIDEO: Driver Tried To Run Over Cops Twice Before Being Shot - The Police Tribune https://t.co/VjlzXSkdvH

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,50,FALSE,FALSE,
"utah1896","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,50,FALSE,FALSE,
"utah1896","VIDEO: Bodycam Captures Moment Suspect On Moped Crashes Into SUV, Sparking Riots - The Police Tribune https://t.co/PHhAiggdt1

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,50,FALSE,FALSE,
"utah1896","Activists Try To Stop Seattle TV Station From Broadcasting Info About Riot Arrests - The Police Tribune https://t.co/A6x7r3LOjj

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,50,FALSE,FALSE,
"utah1896","Sen. Bernie Sanders Declares Philly Police 'Murdered' Armed Suspect Walter Wallace - The Police Tribune https://t.co/5hGHsxBt0V

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,50,FALSE,FALSE,
"utah1896","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,50,FALSE,FALSE,
"utah1896","Twitter Suspends CBP Commissioner For Tweeting About Success Of Border Wall - The Police Tribune https://t.co/NN6FP6iIvE

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,50,FALSE,FALSE,
"utah1896","Seattle Considers Allowing Criminals To Use Poverty Or Addiction As Defenses To Misdemeanors - The Police Tribune https://t.co/mjDMsaZrYT

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,50,FALSE,FALSE,
"utah1896","VIDEO: Sheriff Offers To Help Celebs Pack, Leave Country If Trump Wins - The Police Tribune https://t.co/9K5o4qWpet

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,50,FALSE,FALSE,
"utah1896","Judge Tosses Michigan's Sudden Ban On Openly Carrying Guns On Election Day - The Police Tribune https://t.co/2cd540E8R3

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,50,FALSE,FALSE,
"utah1896","Student Teacher Gets 4 Years In Prison For Sending Nudes To 13-Year-Old Boys - The Police Tribune https://t.co/h4DZ7yuZTW

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,50,FALSE,FALSE,
"Heilegenacht","VIDEO: Sheriff Offers To Help Celebs Pack, Leave Country If Trump Wins - The Police Tribune https://t.co/9K5o4qWpet

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,172,FALSE,FALSE,
"Heilegenacht","Let’s strive to be like Milo Yiannopoulos #BlueLivesMatter #Trump2020 https://t.co/NKyBiHDdvz",TRUE,"Thalifeofkarter","Thalifeofkarter",FALSE,172,FALSE,FALSE,
"WriterJCYoung","#Bakersfield PD cops have no issue letting terrorists drive through their town as long as they fly Trump flags.

But when something happens to cop suddenly it's all #BlueLivesMatter.

Do your jobs!",FALSE,,,,491,FALSE,FALSE,
"RafalSteve","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,285,FALSE,FALSE,
"Maksym_Loz","Any police that will pull them over? #bluelivesmatter #cops #police https://t.co/JIO0glP0QT",FALSE,,,,202,FALSE,TRUE,"Cory Elia"
"Bushmaster141","Over Half Of Portland Police Employees Earned Over $100K With Overtime Amid Riots - The Police Tribune https://t.co/tVZiWb0JbI

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,260,FALSE,FALSE,
"Bushmaster141","Sen. Bernie Sanders Declares Philly Police 'Murdered' Armed Suspect Walter Wallace - The Police Tribune https://t.co/5hGHsxBt0V

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,260,FALSE,FALSE,
"magicalgrey","@NAACP_LDF he's a drug addict like that chickie from louisville.  #bluelivesmatter",FALSE,"NAACP_LDF",,,77,FALSE,FALSE,
